tweet_id,sentiment,tasks,users,technologies,organizations,job_competencies,job_profiles,nouns,verbs,adjectives,subjects,objects,predicates,topic
1598043214463832064,positive,,,,ChatGPT,,,chatgpt,is,good,chatgpt,,is,"tried, tried chatgpt, first time, used chatgpt, working, try, problem, chatgpt chatgpt, using chatgpt, out chatgpt, fix, chatgpt yet, anyone, just tried"
1598042967637647360,neutral,,,,,literature,prompter,"heres, prompt, chatgpt, story, science, fiction, story, input, characters, etc","use, collaborate, lets, write, ask, plot",simple,you,"a simple prompt to use with chatgpt, chatgpt, a story lets, a science fiction story, me, input about characters plot etc, characters plot, etc",heres,"chatgpt, ai, will"
1598042696958234624,neutral,,"him, parrots, guy",,Stochastic Parrots,communication,,"reality, show, guy, conversations, earpiece, lines, chatgpt, idk, call, parrots, something","has, wearing, feeds",stochastic,"a reality show where a guy has conversations while wearing an earpiece that feeds him lines from chatgpt idk, a guy, that","conversations, an earpiece that feeds him lines from chatgpt idk, lines from chatgpt idk, chatgpt idk, it",call,"chatgpt, ai, will"
1598042665375105024,positive,,companion,,,,companion,"chatgpt, debugging, companion, bug, fixes, fix","be, explains, explain",good,"chatgpt, it","the bug, it, the fix",be,"code, coding, programming, software, programmers, engineers, write code, developers, software engineers, bugs, replace, debugging, chatgpt"
1598042530607923200,negative,,,,,,,"i, answer, isnt, towards","im, agree, biased","username, sure, least, chatgpt","i, i, at least chatgpt","this answer, itself",username,"bias, biased, biases, unbiased, chatgpt, chatgpt bias, bias chatgpt, programmed, biased chatgpt, chatgpt has"
1598042429990391808,neutral,,,,GPT,,,"buzzkill, gpt, please","whats, setting, lets, bring","username, chatgpt","your buzzkill setting chatgpt, me, its 100 me lets","me, chatgpt, gpt, it, the 69",username,"chatgpt, ai, will"
1598042023239499776,negative,,,,GPT3,,,parrot,gpt3,"glorified, synthetic",,the glorified synthetic parrot,gpt3,"chatgpt, ai, will"
1598041849394245632,neutral,,,,,,,"ai, chatgpt",has,"open, new",,a new chatgpt,has,"chatgpt, ai, will"
1598041814727999488,positive,,,database,,"database, wheel impact load detector, communication",,"chatgpt, conversation, database, triggers, screenshot, quite","is, had, make, view","new, wild, incredible, sure, whole",the new chatgpt,"this incredible conversation with it about database triggers, it, database triggers, the whole screenshot, its quite long",is,"chatgpt, ai, will"
1598041648520638464,neutral,,students,,,,,"start, meetings, grad, students","showing, lab, answered","long, llms, better, most, bio",llms,"meetings chatgpt, most bio grad students",answered,"chatgpt, ai, will"
1598041589451849728,positive,,,,,use personal organization software,,"chatgpt, ideas, jimihendrix, times","generating, live, exciting",new,"new chatgpt openai generating ideas about jimihendrix, we","jimihendrix, exciting times",live,"openai, openai chatgpt, chatgpt openai, openaichatgpt, openai openai, from openai, openai openaichatgpt, chatgpt openaichatgpt, used openai"
1598041428990779392,positive,,everyone,,,"protein, use personal organization software",,"phd, i, lot, time, protein, betacatenin, today, chatgpt, i, questions, betacatenin, llms, tool, everyone, ondemand, method, information, mentor","spent, studying, called, openai, released, asked, learning, be, have","few, incredible, socratic","i, openai, i, everyone","my phd, a lot of time, time, a protein called betacatenin today, chatgpt, it, a few questions about betacatenin llms, betacatenin llms, a learning tool, an ondemand socratic method information mentor",spent,"chatgpt, ai, will"
1598041246832132096,positive,,,prediction,,"manage personal progression, similitude",,"i, prediction, market, gpt4, abilities","created, coding, come, predict",,i,"a prediction market on gpt4 coding abilities, gpt4 coding abilities",created,"chatgpt, ai, will"
1598041200887533568,neutral,optimizing language models,,,,terminology,,"update, ai, language, models, dialogue","generated, optimizing","latest, openai, chatgpt",the latest update from openai,"openai, language models for dialogue, dialogue",generated,"openai, language, language model, developed, model developed, trained, model trained, large language, humanlike, natural, natural language, generate humanlike, language processing, language models, text"
1598041160429105152,neutral,,,,,,,"chat, chatgpt, username",,,,chatgpt username,chat,"chatgpt, via, pigeinu, using, via chatgpt, only, action, espresso ep403, interresting, pinu pigeinu"
1598041085439225856,neutral,choose my breakfast,,,,make decisions,,"dope, i, chatgpt, breakfast","let, choose",,"i, chatgpt",my breakfast,let,"chatgpt, ai, will"
1598040995505242112,negative,write creepy twosentence stories,,,,,,"chatgpt, twosentence, stories","using, write",creepy,,"chatgpt to write creepy twosentence stories, creepy twosentence stories",using,"chatgpt, ai, will"
1598040947644051456,negative,,"anyone, school",,"AIHype, GPT3, AI",,ICT trainer,"ai, trainers, world, anyone, oai, aihype, bs, expressions, paper, ai, trainer, dude, bangladeshphilippines, school, masters","does, come, note, taking, is, be, completed","username, such, ridiculous, gpt3, actual, likely, high","trainers, the actual ai trainer, who","the world, anyone, oai, such ridiculous aihype bs expressions note taking from gpt3 paper, gpt3 paper, 30, bangladeshphilippines who completed high school, high school",is,"chatgpt, ai, will"
1598040786356293632,positive,,,javascript,HTTP,"JavaScript, terminology",,"wow, chatgpt, version, series, language, models, question, http, request, javascript","look, answers, do, make","finetuned, gpt35, large","a finetuned version of the gpt35 series of large language models, i","the gpt35 series of large language models, large language models, the question how do i make an http request in javascript, an http request in javascript, javascript",look,"javascript, css, typescript, js, html, nextjs, code, html css, nodejs, chatgpt javascript, learning, me, javascript code, using, coding, learning javascript"
1598040447909507072,positive,,,,SmarterChild,,,"smarterchild, seriousness","walked, run, is","chatgpt, impressive","smarterchild, chatgpt, this",all seriousness,walked,"chatgpt, ai, will"
1598040362706157568,positive,,,model,GPT3,terminology,,"openai, upgrades, poetry, lyrics, refinement, language, model, compositions, styles","gpt3, stunning, rhyming, ai, generates, rhyming",various,"openai upgrades gpt3, openai upgrades gpt3 stunning with rhyming poetry and lyrics refinement to ai language model","rhyming poetry and lyrics, compositions in various styles, various styles",generates,"chatgpt, ai, will"
1598040306473390080,positive,,"anyone, students",,GPT3,,,"play, gpt3, i, anyone, students","havent, is, amazing, am, figure, are","username, sure, motivated","username play with gpt3, you, it, i, anyone, the students","gpt3, this","is, am","chatgpt, ai, will"
1598040225795960832,neutral,,,,,,,"something, notice, chatgpt, answers","is, seems, avoid, hallucinating, saying, doesnt, know","username, i, madeup","username something i notice, i, the chatgpt, it","something i notice, hallucinating madeup answers",is,"wrong, answers, correct, incorrect, chatgpt, mistake, wrong answers, mistakes, right, confidently, when, doesnt, sometimes, often"
1598040155088375808,positive,,cat,,,,,"i, chatgpt, username, stuff, cat","asked, did, asked, best","nerdy, least, i, scan","i, it, i, 3d","chatgpt, username, some nerdy stuff it did remarkably well, a cat",asked,"chatgpt, ai, will"
1598039969473654784,positive,,,,GPT3,,product assembly inspector,"gpt3, i, products, top","having, tested, test, see, being, built","im, excited, many, useful","i, i, many useful products","gpt3, this, top of it, it",see,"gpt3, code, code spelled, scratch, spelled out, lets build, build gpt, from scratch, karpathy, coding, gpt from, andrej karpathy, gpt3 gpt3"
1598039890465525760,neutral,,,,,communication,,"couple, interactions, chatgpt, username",,first,,"interactions with chatgpt, chatgpt, username",couple,"chatgpt, ai, will"
1598039562882019328,neutral,,,,GPT3,,,"username, i, inteligence, gpt3",am,"neils, artificial",i,,username,"gpt4, ai, gpt3, deeplearning gpt, ai gpt, will, future, gpt ai, ai tech"
1598039351086223360,negative,breaks its own code boxes,,ascii,,express yourself creatively,,"chatgpt, code, boxes, art, hit, art","breaks, trying, draw, is, miss, describing, is, supposed, be","openais, own, ascii, pretty, ascii","openais chatgpt, the ascii art","its own code boxes, ascii art, what",breaks,"chatgpt, ai, will"
1598039169024286720,positive,,,,ChatGPT,,,"chatgpt, love",is,impressive,chatgpt,,is,"amazing, amazing chatgpt, awesome, wow, wow chatgpt, awesome chatgpt, incredible, incredible chatgpt, fucking amazing, chatgpt chatgpt, truly, impressed chatgpt, amazing wow, just wow, speechless, just amazing, truly amazing"
1598038831777083392,positive,,,,AI,,,"ai, system, learns, challenges","launched, listens, help, make, trying","conversational, better","that, us, it","chatgpt, our conversational ai system that listens learns and challenges, learns and challenges, it",launched,"chatgpt, ai, will"
1598038815599661056,neutral,,,,,,,"today, chatgpt","launched, try, talking",,we,it,launched,"tried, tried chatgpt, first time, used chatgpt, working, try, problem, chatgpt chatgpt, using chatgpt, out chatgpt, fix, chatgpt yet, anyone, just tried"
1598038663132516352,positive,,,,,,,"chatgpt, minutes, i, wait, details, architecture","playing, seems, cant, learn","incredible, technical","it, i","chatgpt, 15 minutes, the technical details of its architecture, its architecture",seems,"chatgpt, ai, will"
1598038206242357248,positive,,conscious,,"GPT3, GPT3",,,"username, like","define, love, ask, gpt3, be","conscious, gpt3",username first define conscious,"gpt3, what its like to be",love,"chatgpt, ai, will"
1598037779925336064,positive,,,model,"GPT3, LLM",design principles,,"model, range, classification, summarization, generation, tasks, spellbook, platform, llm, apps","is, evaluate, using","much, better, openais, gpt3, davinci003, scale","openais newest gpt3 model we evaluate davinci003 across a range of classification summarization and generation tasks using scale, we","davinci003, a range of classification summarization and generation tasks, classification summarization and generation tasks, scale, the platform, llm apps",is,"davinci, davinci003, textdavinci003, model, davinci model, gpt35turbo, api, textdavinci002, gpt3 davinci, cheaper, davinci3, chatgpt api, models, 10x cheaper, gpt3 textdavinci003, da vinci"
1598037685045579776,positive,,,,Uminal,,,"anyways, atm, transition, examples, wait, gpt4, length","thats, be, help, fix, try","uminal, brittle, fewshot, cant, much, bigger, token","that, anyways thats all for now uminal, the transition to a fewshot examples","a fewshot examples, this, this, gpt4, a hopefully much bigger token length","be, help","chatgpt, ai, will"
1598037675897851904,neutral,,,google,GPT3,search engines,,"search, web, content, apps, gpt3, link, website, google, search, topic, ex, link, website, search","are, doubleclick, explore, tries, read, seeing, found","web, autocomposable","the web search web content apps, autocomposable gpt3, a google search, it, it","any link within a website, a website, a topic, ex, the link, a website it found via search, search",doubleclick,"search, google, gpt, google search, engine, search engine, results, searches, searching, queries, google has, from google, powered search, engines, search engines, when google, queries comes, so packed"
1598037665487540224,negative,retrying its first web search attempt,,model,GPT3,,prompter,"gpt3, model, failure, cases, search, attempts, prompt, code, picture, web, search, attempt, query","autoretry, instructing, do, see, retrying, w, fails","new, silent, web, first, different","the new gpt3 model, me, you, it, it","silent failure cases, web search attempts, it, its prompt or code in this picture, this picture, its first web search attempt w a different query, a different query",autoretry,"search, google, gpt, google search, engine, search engine, results, searches, searching, queries, google has, from google, powered search, engines, search engines, when google, queries comes, so packed"
1598037655010217984,positive,search the web,,,"Uminal, GPT3",,armed forces officer,"update, search, web, tasks, webpages, summaries, etc, oh, default, zeroshot, things, i","pushed, lets, perform, reading, q, using, textdavinci003, has, reasoning, realized","major, uminal, gpt3, better, interesting","that, gpt3, its, which, i","a major update to uminal that lets gpt3 search the web better and perform tasks by reading webpages summaries, uminal, the web, tasks, webpages, summaries, textdavinci003, default now, better zeroshot reasoning some interesting things that i realized, some interesting things that i realized, that","pushed, using","chatgpt, ai, will"
1598037580427063296,neutral,,,,LLM,design principles,,"range, classification, summarization, generation, tasks, spellbook, platform, llm, apps","evaluate, using","davinci003, scale",we,"davinci003, a range of classification summarization and generation tasks, classification summarization and generation tasks, scale, the platform, llm apps",evaluate,"language, models, language models, gpt3, large language, text, natural, natural language, translation, language processing, nlp, tasks, models like, generate, gpt4, such as, like gpt3, gpt models, languages, language translation"
1598037568570130432,neutral,,,,,,,"babe, chatgpt","wake, dropped",,babe,chatgpt,wake,"chatgpt, ai, will"
1598037395139854336,negative,,source code,,,Source (digital game creation systems),,"source, code, gpt2, something, lines, code, code, something","is, is","username, crazy, small, complex","username source code for gpt2, the code","gpt2, 100 lines of code, code, something so complex",is,"code, coding, gpt4, writing code, write code, me, debugging, errors"
1598037084639412224,positive,,"human, soon",model,,statistics,,"wow, chatgpt, furthers, belief, towards, models, model, lot, modelitis, era, data","is, be, moving, be, rule, had, were, realizing, is","good, domainspecific, longer, human, important","chatgpt, this, we, the potentially human data","my belief that well be moving towards domainspecific models soon and there wont be one model to rule them all for a lot longer, domainspecific models, them all, our modelitis era",is,"chatgpt, ai, will"
1598036935884541952,negative,,,,,,,"text, messages, rizzbot","trained, youd, have",,"they, youd","gpt 3, my text messages, a rizzbot",have,"chatgpt, ai, will"
1598036882637594624,positive,,therapist,,"GPT3, AI","perform ground-handling maintenance procedures, work independently",,"i, gpt3, journal, night, quicker, therapist, ai, issues","started, using, reflect, has, helped, process, asking, act, works, spar, underlying",much,"i, it, me, a therapist","gpt3, night, it, the ai on underlying issues, underlying issues",started,"chatgpt, ai, will"
1598036726018035712,positive,,,model,LLM,design principles,,"blog, model, range, classification, summarization, generation, tasks, spellbook, platform, llm, highlights","post, is, evaluate, using","new, much, better, openais, gpt3, davinci003, scale","new blog post, openais newest gpt3 model we evaluate davinci003 across a range of classification summarization and generation tasks using scale, we, some","davinci003, a range of classification summarization and generation tasks, classification summarization and generation tasks, scale, the platform, llm apps",is,"davinci, davinci003, textdavinci003, model, davinci model, gpt35turbo, api, textdavinci002, gpt3 davinci, cheaper, davinci3, chatgpt api, models, 10x cheaper, gpt3 textdavinci003, da vinci"
1598036699795591168,neutral,,,,AI,"manufacturing plant equipment, use personal organization software",,"chatgpt, dialogue, goal, systems, i, concerns, ground, filter, bot, cant, time","is, optimized, is, make, interact, know, are, has, be, responds, do, thats","username, ai, natural, alignment, middle, lobotomized, i, natural","username chatgpt, our goal, systems more natural to interact, i, that, i, that","dialogue, no filter and a lobotomized bot that responds i cant do that 90 of the time thats not natural, that, 90 of the time thats not natural, the time thats not natural",optimized,"chatgpt, ai, will"
1598036555360514048,positive,,,,ChatGPT,,,"chatgpt, interface, stuff, thread, bit, robotic, personality, tone, moment","is, see, tried, telling, seeing, recalls, leans","cool, dialoguefirst, nonanthromorphized","chatgpt, a dialoguefirst interface, it, it","some stuff about myself, myself, thread, the robotic in personality tone, personality tone, the moment",is,"chatgpt, ai, will"
1598036233405751296,negative,,,,,,,"chatgpt, gaga, mode, questions, answer","go, start, asking, keeps, repeating","ok, i, deep, same",i,"chatgpt, gaga mode, deep questions, the same answer over and",go,"chatgpt, ai, will"
1598036175285276672,positive,,,,,,,"chatgpt, wow",trying,,,chatgpt,trying,"amazing, amazing chatgpt, awesome, wow, wow chatgpt, awesome chatgpt, incredible, incredible chatgpt, fucking amazing, chatgpt chatgpt, truly, impressed chatgpt, amazing wow, just wow, speechless, just amazing, truly amazing"
1598036052651872256,negative,,,,,,,"capabilities, chatgpt, kind, rlhfd, basin, boringness, organization, news, llms","has, seems, seems, avoid, is, controlling, is","hard, least, bit, riskaverse, unrelated, hard","it, which, that, reasonably controlling llms","all of the capabilities chatgpt, the capabilities chatgpt, the basin of boringness which seems very hard to avoid for any organization that is even the least bit riskaverse in unrelated news, boringness, any organization that is even the least bit riskaverse in unrelated news, unrelated news",has,"llms, llms like, large language, models, like chatgpt, other llms, language models, they, models llms, data"
1598036045672886272,neutral,write an acrostic,,,"GPT3, Bonanza",,,"i, gpt3, jeff, bezos, empires, fortunes, bonanza, others","asked, write, jaded, exploiting, monopolizing, accumulating, hoarding, profiting, exploiting","acrostic, feeble, underpaying, excess, oblivious, soulless, uncaring","i, bonanza, excess profiting","gpt3, an acrostic about jeff bezos, jeff bezos, empires monopolizing feeble underpaying fortunes accumulating bonanza hoarding excess profiting zealously exploiting oblivious to others, feeble underpaying fortunes, others",asked,"chatgpt, ai, will"
1598036012487553024,negative,,people,google,"AIGPT, Probably",search engines,,"factcheck, covidism, coronavirus, people, factcheck, subtlety, comment, people, age","hopes, kill, is, google, censor, talk","older, sure, accurate, aigpt","he, the coronavirus, the factcheck, google aigpt, the subtlety of this comment, who","people, older than 70, this comment, people who talk about age, age",covidism,"covid, vaccine, vaccines, covid19, virus, pandemic, masks, mrna, chatgpt virus, immunity, released, wild, been released, flu, vaccination, viruses, long covid"
1598035770681458688,neutral,,everyone,,,,,"everyone, gpt4, openai, itspredecessor","is, waiting, is, fixing",,everyone,"gpt4 openai, itspredecessor",fixing,"chatgpt, ai, will"
1598035698904432640,positive,,,,AI,,,"wow, chatgpt, chatbots, turning, point, ai, mission","is, are, get, is, is, starting, fulfil","username, amazing, great, huge","username chatgpt, simply amazing chatbots, this",its mission,is,"chatgpt, ai, will"
1598035503932055552,neutral,setting boundaries,,,,,,"chatgpt, boundaries",setting,,,"boundaries, me",chatgpt,"chatgpt, ai, will"
1598035083008540672,positive,,,,GPT3,,,"openai, upgrades, poetry, andlyrics","gpt3, stunning, rhyming",,,rhyming poetry andlyrics,stunning,"chatgpt, ai, will"
1598034985214447616,positive,,,,Gpt,,,"gpt, mine, price",got,"username, secondary, i, good",i,a good price,"mine, got","gpt, buy, buy gpt, trademark, money, price, sell, trademarked, income, market, buying, using gpt, dont steal, marketing, financial, anyone earning, business, fixed income"
1598034780225839104,positive,,,api,,,secretary,"gpt3, api, writing, assistant, giveaway, win",turn,powerful,,"your gpt3 api, a powerful writing assistant giveaway win",turn,"chatgpt, ai, will"
1598034732759281664,positive,,soon,,,,,"im, chatgpt, chat, interfaces, upgrade","impressed, are, going, get","overall, big, real",i,"chatgpt chat interfaces, a big upgrade",impressed,"chatgpt, ai, will"
1598034616170221568,positive,,,,GPT,,,"today, team, username, way, gpt, models","is, releasing, interact, let, know, think","new, latest","my team at username, us, you","username, a new way to interact with our latest gpt models it out and let us know what you think, our latest gpt models, it, what",releasing,"parameters, model, training, models, gpt3, trillion, trained, gpt4, trillion parameters, gpt models, data, size, gpt5, training data, billion, billion parameters"
1598034571446333440,negative,,"human, users",,"AI, gpt3",,performance artist,"human, ai, fame, tools, creativity, users, gpt3, example, ability, behalf, gpt3, gpt4, aicreativity, art","become, enslaved, starting, seeking, mimic, robbing, take, poetize, ai","human, aiart","every human, that, its ability to poetize on our behalf gpt3 gpt4","those seeking fame through tools that mimic human creativity and robbing it off its users, fame, tools that mimic human creativity and robbing it off its users, human creativity, it, its users, gpt3, example, our behalf, gpt3 gpt4",enslaved,"chatgpt, ai, will"
1598034547748220928,negative,,scientist,,,statistics,"assistant lecturer, computer scientist","something, stuff, dont, username, assistant, professor, research, scientist, openai, training, data, chatgpt","seems, know, doesnt, seems, make, think, was, wasnt","know, i","it, it, i, username, he","something, some stuff, openai, the training data for chatgpt, chatgpt",seems,"chatgpt, ai, will"
1598034336112119808,neutral,optimizing language models,,,,terminology,,"chatgpt, language, models, dialogue, points, comments",optimizing,openai,,"language models for dialogue points, dialogue points",optimizing,"openai, language, language model, developed, model developed, trained, model trained, large language, humanlike, natural, natural language, generate humanlike, language processing, language models, text"
1598034150795014144,neutral,optimizing language models,,,,terminology,,"chatgpt, language, models, dialogue, openai, research, announcements",optimizing,,,"language models for dialogue openai research announcements, dialogue openai research announcements",optimizing,"openai, language, language model, developed, model developed, trained, model trained, large language, humanlike, natural, natural language, generate humanlike, language processing, language models, text"
1598034060827365376,negative,,,,,,,"username, advancements, chatgpt, dont, traffic, product, mass","is, get, wonder, is, going, be","nuts, such, fascinating, i","this, such fascinating advancements like the chatgpt, i, it","the chatgpt, more traffic, the mass",wonder,"chatgpt, ai, will"
1598034005198311424,neutral,,everyone,,,,,"everyone, waits, gpt4, openai, itspredecessor","is, fixing",,"everyone, everyone waits for gpt4 openai","gpt4 openai, itspredecessor",fixing,"openai, gpt4, openai gpt, api, openai has, gpt3, openai gpt4, trademark, gpt4 openai, model, gpt5, openai api, from openai, if openai, access, models, openai gpt3"
1598033378934403072,positive,,,aztec,"AZZTF OTCQB Aztec Minerals Corp AZZTF, Cervantes Project",report facts,,"otcqb, minerals, aztec, reports, drill, results, zone, cervantes, sonora, au","corp, continued, project, mexico, including","azztf, aztec, azztf, otcqb, strong, california, gpt",azztf otcqb aztec minerals corp azztf otcqb aztec reports,"strong drill results from california zone, california zone, cervantes project in sonora mexico including 073 gpt au over 1140, sonora mexico, 073 gpt au over 1140, 1140",continued,"chatgpt, ai, will"
1598033228002390016,neutral,,,,,,,"type, chatgpt, blog, post",is,username,username type chatgpt yourself,,is,"blog, blog post, content, blog posts, blogging, blogs, write blog, ideas, content creation, generate, highquality, new blog, engaging, articles, chatgpt"
1598033035483836416,negative,,,,"The Nerd Group, Eliza, GPT3",,prompter,"folks, group, eliza, gpt3, i, prompt","ask, have, shipped, suspect, spiked","username, nerd","username, they, i, they","the folks, the nerd group they have shipped eliza with gpt3, gpt3, the prompt",ask,"chatgpt, ai, will"
1598033013501489152,positive,,,,,"manage supplies, economics",,"chatgpt, web3, technologies, potential, range, industries, finance, healthcare, chain, management","have, transform, supply","username, wide",username chatgpt web3 technologies,"the potential to transform a wide range of industries from finance and healthcare to supply chain management and beyond 3, a wide range of industries from finance and healthcare, industries from finance and healthcare, finance and healthcare, chain management, 3",have,"chatgpt, ai, will"
1598033005670547456,positive,,family,model,,terminology,,"model, family, language, models, capacity, compositions, ability, poem, einsteins, theory, relativity","possesses, write, rhyming, showcased, write, explaining","latest, gpt3, aipowered, large, advanced, short, albert",the latest model in the gpt3 family of aipowered large language models,"the gpt3 family of aipowered large language models, aipowered large language models, a delightfully more advanced capacity to write rhyming compositions as showcased by its ability to write a short poem explaining albert einsteins theory of relativity, rhyming compositions, its ability to write a short poem explaining albert einsteins theory of relativity, a short poem explaining albert einsteins theory of relativity, albert einsteins theory of relativity, relativity",possesses,"language, models, language models, gpt3, large language, text, natural, natural language, translation, language processing, nlp, tasks, models like, generate, gpt4, such as, like gpt3, gpt models, languages, language translation"
1598032959461679104,positive,,users,,,"statistics, communication",,"goal, web3, transparent, online, environment, users, control, data, interactions","chatgpt, is, create, have","username, open, secure, greater","username chatgpt, the goal of web3, users","web3, a more open transparent and secure online environment where users have greater control over their data and interactions, greater control over their data and interactions, their data and interactions",is,"chatgpt, ai, will"
1598032881179185152,negative,,,,"GPT3, WinDbg",,,"gpt3, doesnt, windbg","know, pronounce",,"gpt3, how to pronounce",,know,"chatgpt, ai, will"
1598032788711944192,neutral,,,"blockchain, world wide web",,communication,,"chatgpt, web3, generation, world, web, use, technologies, blockchain, peertopeer, networks, seamless, online, interactions","is, is, focuses, enable","username, web3, third, wide, decentralized, such, more, secure","what, web3 chatgpt web3, which","the world wide web which focuses on the use of decentralized technologies such as blockchain and peertopeer networks to enable more seamless and secure online interactions, the use of decentralized technologies such as blockchain and peertopeer networks, decentralized technologies such as blockchain and peertopeer networks, blockchain and peertopeer networks, online interactions",username,"chatgpt, ai, will"
1598032437267025920,neutral,doing most,,smart,GPT3,,,"im, field, job, compression, methods","i, see, doing, prompting","username, yea, gpt3, most, smart","i, even i, gpt3","the field, most of job, job, some smart compression methods",see,"chatgpt, ai, will"
1598032376978083840,negative,needs our help,,model,,"manufacturing plant equipment, Microsoft Access",,"bot, chatgpt, model, facility, access, world, please, share, help","managed, contact, are, attempting, reprogram, filter, control, is, being, held, needs","ive, openai, outside","i, they, it, it","the bot, the the openai chatgpt model, it, it, it, a facility, access to the outside world, the outside world, this, our help",managed,"chatgpt, ai, will"
1598032368287289344,neutral,,,,Mirror,,,"mirror, article, chatgpt, web3",dropped,new,a new mirror article,"chatgpt and web3, 0xa6dd",dropped,"chatgpt, ai, will"
1598032331469901824,neutral,,,,,,,"chatgpt, feels, q, dialogue",,"good, extractive, much",chatgpt,"its very good, extractive, a, dialogue",feels,"chatgpt, ai, will"
1598032105904406528,neutral,,,,ChatGPT,,,chatgpt,is,,chatgpt,,is,"chatgpt, ai, will"
1598032074900148224,positive,solve math,,,"GPT3, CC",mathematics,,"edia, math, problems, explanations, answers, entity, world, openai, gpt3, math, cc, username","generate, wed, be, help, train, solve","unique, other, happy, interested, username","edia, wed, you","more unique math problems explanations and answers than any other entity in the world openai, any other entity in the world openai, the world openai, gpt3, math, username username",generate,"chatgpt, ai, will"
1598031349398798336,positive,,,model,,,,"i, tool, chatgpt, advantages, challenges, web3, future, chatgpt, model, dialogue, dive","chatted, released, is, optimized, read","username, full","i, the future chatgpt","username newly released tool chatgpt about web3 its advantages and challenges for web3 and, web3, its advantages and challenges for web3, web3, dialogue, full dive",chatted,"chatgpt, ai, will"
1598031298555432960,negative,,"psychotic, hamster",,GPT,use personal organization software,,"case, times, impression, hamster, brain, im, hes, gpt, necessity","hes, has, takes, gives, having, puzzled, using, get, tweeting","username, weird, solid, other, solid, psychotic","he, he, he, i, he","solid takes, other times, a solid impression of having a psychotic hamster instead of a brain im puzzled maybe hes using gpt sometimes to get around necessity of tweeting, a psychotic hamster instead of, a brain im puzzled, gpt, necessity of tweeting",username,"chatgpt, ai, will"
1598030775689302016,positive,,,,,,,"openai, chatgpt, damn, observations, memory, something, lot, folks","released, is, be, gpt4, starting, has, have, been, working","good, first","openai, it, this, it, a lot of folks","their chatgpt, a, observations, a memory, something a lot of folks have been working on, folks",released,"openai, gpt4, gpt4 openai, successor, openai gpt4, openai has, chatgpt successor, successor gpt4, chatgpt gpt4, openai announces, openai chat, openai wont, gpt3, chatgptbut openai, chatgpt openai, model, say why, openai chatgpt, version, gpt4 chatgpt, bigger"
1598030073499553792,negative,say some weird stuff,,,,contraindications,,"stuff, perspective, caveats, health, info","be, get, say, treating, wrapping","able, chatgpt, weird, historical, other","you, chatgpt, its","some weird stuff about polio, polio, 2021 perspective, it, it, caveats like other health info, other health info",be,"covid, vaccine, vaccines, covid19, virus, pandemic, masks, mrna, chatgpt virus, immunity, released, wild, been released, flu, vaccination, viruses, long covid"
1598029998929358848,neutral,,"student, school, kid","smart, internet","GPT3, Star Trek","search engines, Microsoft Access",,"gpt3, school, access, star, trek, search, engine, access, text, internet, student, wont, create, insights, category, queries","is, gave, kid, be, answer","username, least, smart, high, unique, theyll, able, wide","username gpt3, you, the student, they","a smart high school kid access to a star trek search engine, a star trek search engine, access to all of the text on the internet, all of the text on the internet, the text on the internet, the internet, unique insights, a wide category of queries, queries",is,"chatgpt, ai, will"
1598029961520373760,positive,,soon,,GPT3,,,"line, models, guess, version, announcement, preview, whats","looks, is, based, is, see, comes, is, come","username, gpt3, better, gpt4, more","this, my guess, that, gpt4, this announcement, what","the gpt3 line of models, models, a much better version, a preview of whats to come",looks,"chatgpt, ai, will"
1598029946961764352,neutral,,,,,,,"username, i, gpt",alsp,,i,"gpt, this",username,"voice, whisper, speechtotext, audio, api, texttospeech, transcription, voices, voice assistant, app, voiceover, recognition, interface, voiceai"
1598029697002180608,neutral,,,,GPT3,"perform ground-handling maintenance procedures, decommissioning",,"arethekeytoselfimprovement, post, processes, tool, selfimprovement, thoughts, parts, lookin","argues, abstracting, be, suggests, breaking","gpt3, mental, effective, smaller","this post, abstracting our mental processes, it","our mental processes, selfimprovement, our thoughts, smaller parts and lookin",argues,"consciousness, humans, theory, mind, iq, brain, intelligent, gpt, gpt3, argues, intelligence, post discusses, idea, author argues"
1598029589615284224,neutral,,,,"Heres, Walkthrough Access, InstructGPT for Conversations","Microsoft Access, communication",,"heres, openai, walkthrough, access, thats, idea, instructgpt, conversations","chatgpt, turn","quick, free, brilliant",my quick walkthrough walkthrough access for free at that,"chatgpt from openai, openai, that, instructgpt, conversations",heres,"openai, openai chatgpt, chatgpt openai, openaichatgpt, openai openai, from openai, openai openaichatgpt, chatgpt openaichatgpt, used openai"
1598029540361924608,neutral,,,,,,,"try, till, chatgpt, openai","give, answered",,it,"a try, this one chatgpt openai",give,"chatgpt, ai, will"
1598029445360648192,neutral,,,artificial intelligence,"GPT3, AI, AI",,writer,"gpt3, article, implications, advances, intelligence, ai, humanity, world, economy, author, ai","discusses, disrupt, argues, has, cause","potential, artificial, potential, potential","this article, the author, ai","the potential implications of advances in artificial intelligence, advances in artificial intelligence, artificial intelligence, humanity and its potential to disrupt the world economy, the world economy, the potential to cause",discusses,"gpt4, ai, gpt3, deeplearning gpt, ai gpt, will, future, gpt ai, ai tech"
1598029407322574848,neutral,,,google,"GPT3, Google Search",search engines,,"gpt3, competitor, search","is, google",direct,gpt3,,is,"search, google, gpt, google search, engine, search engine, results, searches, searching, queries, google has, from google, powered search, engines, search engines, when google, queries comes, so packed"
